date,next_prevalence,district,district_encoded,sub_event_type_Violent demonstration,sub_event_type_Suicide bomb,sub_event_type_Shelling/artillery/missile attack,sub_event_type_Sexual violence,sub_event_type_Remote explosive/landmine/IED,sub_event_type_Protest with intervention,sub_event_type_Peaceful protest,sub_event_type_Other,sub_event_type_Non-violent transfer of territory
2020-01-01,0.1412881669919613,Borama,14,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2020-01-01,0.2421965609399425,Lughaye,54,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020-01-01,0.4899163797343827,Ceel Barde,28,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2020-01-01,0.4204941640139457,Rab Dhuure,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.4117135401565671,Tayeeglow,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.4469897765997728,Xudur,72,1.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0
2020-01-01,0.464595584853251,Banadir,7,1.0,2.0,6.0,3.0,136.0,1.0,12.0,1.0,1.0
2020-01-01,0.3404326123128119,Bandarbeyla,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.4153248254892724,Bossaso,15,1.0,0.0,2.0,0.0,12.0,0.0,3.0,0.0,0.0
2020-01-01,0.4729064039408867,Caluula,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.3742070183891431,Iskushuban,44,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0
2020-01-01,0.2639538679142639,Badhaadhe,4,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0
2020-01-01,0.4505242752665433,Baraawe,9,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0
2020-01-01,0.3619308628245356,Kismaayo,50,0.0,0.0,6.0,0.0,16.0,0.0,2.0,0.0,0.0
2020-01-01,0.345604315497886,Eyl,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.3761939925204259,Garoowe,40,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0
2020-01-01,0.2885139291677652,Ceel Afweyn,27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2020-01-01,0.2514301767289815,Ceerigaabo,32,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
2020-01-01,0.1814135894950207,Laas Caanood,52,2.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0
2020-01-01,0.1350544166033915,Buuhoodle,20,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020-01-01,0.132173714024146,Owdweyne,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.1455487847587028,Sheikh,65,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020-01-01,0.1808939137198255,Berbera,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2020-01-01,0.1675903119868637,Gebiley,41,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2020-01-01,0.3833278902677988,Jamaame,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.1277865307901176,Hargeysa,42,2.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0
2020-01-01,0.0911891620672353,Burco,18,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2020-01-01,0.3925848407833757,Xarardheere,70,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020-01-01,0.1939232409381663,Caynabo,26,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2020-01-01,0.306084466714388,Hobyo,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.3512605042016806,Jariiban,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.4855604762788724,Kurtunwaarey,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.4905037846230626,Marka,56,0.0,0.0,3.0,0.0,21.0,0.0,0.0,0.0,0.0
2020-01-01,0.4801347611599085,Qoryooley,61,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
2020-01-01,0.4933201385452746,Sablaale,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.4118061786950391,Bu'aale,16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020-01-01,0.3881953090823434,Jilib,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.4289798374962383,Wanla Weyn,69,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,1.0
2020-01-01,0.2890189520624303,Adan Yabaal,0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
2020-01-01,0.4582353863030873,Afgooye,1,0.0,1.0,3.0,1.0,33.0,0.0,0.0,0.0,0.0
2020-01-01,0.3992414113024258,Balcad,6,0.0,0.0,1.0,1.0,41.0,0.0,2.0,1.0,3.0
2020-01-01,0.2905168905168905,Cadale,24,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0
2020-01-01,0.4604083984124952,Jowhar,49,0.0,0.0,2.0,0.0,23.0,0.0,4.0,0.0,0.0
2020-01-01,0.4371415325518246,Gaalkacyo,37,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0
2020-07-01,0.2388133498145859,Baardheere,3,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
2020-07-01,0.3458185340652244,Cadaado,23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
2020-07-01,0.3598183881952327,Ceel Buur,29,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2020-07-01,0.2814535481659239,Ceel Dheer,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.3271635817908954,Dhuusamarreeb,33,0.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,1.0
2020-07-01,0.3835327234342012,Belet Xaawo,12,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0
2020-07-01,0.3641207815275311,Doolow,35,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
2020-07-01,0.3637295081967213,Garbahaarey,39,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0
2020-07-01,0.3583282114320836,Luuq,55,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0
2020-07-01,0.2474660340737546,Belet Weyne,11,2.0,0.0,3.0,0.0,4.0,0.0,2.0,1.0,1.0
2020-07-01,0.1980742778541953,Bulo Burto,17,1.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0
2020-07-01,0.1947145350286711,Jalalaqsi,45,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0
2020-07-01,0.5084745762711864,Qansax Dheere,59,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020-07-01,0.2664990571967316,Ceel Waaq,31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.492387605230163,Diinsoor,34,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0
2020-07-01,0.2774755168661588,Badhaadhe,4,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
2020-07-01,0.1912113359430997,Borama,14,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2020-07-01,0.58780127889818,Ceel Barde,28,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2020-07-01,0.5072024260803639,Rab Dhuure,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.4702754954084098,Tayeeglow,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.4955684007707129,Buur Hakaba,21,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
2020-07-01,0.4933524973050665,Waajid,68,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2020-07-01,0.4319770246468998,Banadir,7,3.0,3.0,13.0,0.0,89.0,1.0,15.0,0.0,0.0
2020-07-01,0.3622932391199615,Bossaso,15,1.0,0.0,4.0,0.0,8.0,1.0,3.0,0.0,0.0
2020-07-01,0.2954636692091529,Iskushuban,44,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0
2020-07-01,0.3539238539238539,Qardho,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.5317134742821079,Xudur,72,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0
2020-07-01,0.3061224489795918,Jamaame,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.3746074472857784,Cabudwaaq,22,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2020-07-01,0.4841321666449001,Afgooye,1,0.0,1.0,4.0,1.0,43.0,0.0,1.0,0.0,1.0
2020-07-01,0.3128870890900428,Garoowe,40,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2020-07-01,0.3018453427065026,Ceel Afweyn,27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2020-07-01,0.263567871280807,Ceerigaabo,32,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
2020-07-01,0.2574626865671642,Caynabo,26,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2020-07-01,0.140943301555444,Burco,18,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2020-07-01,0.1898253606681852,Buuhoodle,20,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2020-07-01,0.2058333333333333,Berbera,13,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2020-07-01,0.1924063622370446,Gebiley,41,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2020-07-01,0.1965854943370926,Hargeysa,42,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0
2020-07-01,0.3781725888324873,Burtinle,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.2414050822122571,Xarardheere,70,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2020-07-01,0.2306675479180436,Laas Caanood,52,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
2020-07-01,0.2841803865425912,Hobyo,43,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020-07-01,0.4911894273127753,Baraawe,9,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
2020-07-01,0.4615277970331346,Marka,56,0.0,0.0,6.0,0.0,24.0,0.0,0.0,0.0,1.0
2020-07-01,0.4593911683311274,Qoryooley,61,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
2020-07-01,0.4548825710754017,Sablaale,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.4714070729872084,Wanla Weyn,69,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
2020-07-01,0.3788461538461538,Bu'aale,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.3705150271415331,Kismaayo,50,0.0,0.0,5.0,0.0,15.0,0.0,3.0,0.0,0.0
2020-07-01,0.2773519163763066,Adan Yabaal,0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
2020-07-01,0.4233865465957157,Balcad,6,0.0,0.0,6.0,1.0,32.0,0.0,2.0,1.0,1.0
2020-07-01,0.2759462759462759,Cadale,24,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0
2020-07-01,0.4605536885901744,Jowhar,49,0.0,0.0,3.0,0.0,26.0,0.0,2.0,0.0,0.0
2020-07-01,0.3833366448109146,Gaalkacyo,37,0.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0
2020-07-01,0.4519462624870823,Galdogob,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.3124158815612382,Jilib,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.4282333104445733,Bossaso,15,0.0,0.0,7.0,0.0,7.0,1.0,4.0,0.0,0.0
2021-01-01,0.3438764024096086,Caluula,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.3565675219048366,Iskushuban,44,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0
2021-01-01,0.3321710405579005,Qandala,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.422637962358916,Qardho,60,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2021-01-01,0.405234927348139,Burtinle,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.2851447172525171,Hobyo,43,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2021-01-01,0.3799963816705769,Gaalkacyo,37,4.0,2.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0
2021-01-01,0.4573444515715202,Galdogob,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.268406014603596,Xarardheere,70,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-01-01,0.4074148385946138,Cabudwaaq,22,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
2021-01-01,0.3999756800889413,Cadaado,23,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
2021-01-01,0.3763941017333375,Garoowe,40,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
2021-01-01,0.3584365855515789,Ceel Buur,29,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
2021-01-01,0.3101592806449881,Baki,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.2599961858750237,Ceel Afweyn,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.3369272237196765,Ceel Dheer,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.2772673624137732,Borama,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.2759629145666106,Berbera,13,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0
2021-01-01,0.2876174019676151,Gebiley,41,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2021-01-01,0.2676350893059009,Hargeysa,42,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0
2021-01-01,0.1371732766471581,Burco,18,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
2021-01-01,0.2063106796116504,Buuhoodle,20,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2021-01-01,0.2174981567952813,Caynabo,26,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
2021-01-01,0.2109874570977254,Laas Caanood,52,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-01-01,0.2245768359322937,Ceerigaabo,32,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
2021-01-01,0.3560481018674942,Dhuusamarreeb,33,0.0,0.0,5.0,0.0,4.0,1.0,2.0,0.0,2.0
2021-01-01,0.3462197497828791,Bulo Burto,17,1.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0
2021-01-01,0.4472915724098218,Xudur,72,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
2021-01-01,0.3868994061543999,Baardheere,3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2021-01-01,0.3349866620681312,Belet Xaawo,12,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0
2021-01-01,0.3544682405589296,Ceel Waaq,31,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
2021-01-01,0.3515556336790297,Doolow,35,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0
2021-01-01,0.3071993772609909,Belet Weyne,11,3.0,0.0,3.0,0.0,5.0,0.0,8.0,1.0,1.0
2021-01-01,0.3731717928980219,Luuq,55,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0
2021-01-01,0.4008547346761109,Bu'aale,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.4043924756806527,Jilib,48,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2021-01-01,0.4710969130686256,Banadir,7,7.0,11.0,18.0,0.0,68.0,3.0,18.0,0.0,0.0
2021-01-01,0.4056724072698737,Badhaadhe,4,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
2021-01-01,0.4376510659496103,Jamaame,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.3934804082976622,Kismaayo,50,0.0,1.0,4.0,0.0,10.0,0.0,1.0,0.0,0.0
2021-01-01,0.4498858793883663,Waajid,68,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
2021-01-01,0.4212055712220329,Tayeeglow,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.3273081001778068,Garbahaarey,39,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0
2021-01-01,0.593619466793754,Ceel Barde,28,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-01-01,0.4587641132763954,Rab Dhuure,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.2867946480511925,Adan Yabaal,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.4248102325025402,Balcad,6,0.0,0.0,8.0,0.0,12.0,0.0,1.0,0.0,0.0
2021-01-01,0.2873604609290601,Cadale,24,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2021-01-01,0.4476632959825088,Jowhar,49,0.0,0.0,6.0,0.0,25.0,0.0,1.0,0.0,0.0
2021-01-01,0.4637639420358601,Afgooye,1,0.0,0.0,5.0,0.0,37.0,1.0,2.0,0.0,1.0
2021-01-01,0.4655421778369564,Baraawe,9,0.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0
2021-01-01,0.4575951234622532,Kurtunwaarey,51,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2021-01-01,0.4080728253042081,Jalalaqsi,45,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
2021-01-01,0.4512228697099891,Qoryooley,61,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
2021-01-01,0.4486895846702985,Sablaale,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.4482908617511664,Wanla Weyn,69,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
2021-01-01,0.4253398378500371,Buur Hakaba,21,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0
2021-01-01,0.419636541705207,Diinsoor,34,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0
2021-01-01,0.4305075046172255,Qansax Dheere,59,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0
2021-01-01,0.4460078540314803,Marka,56,0.0,0.0,4.0,0.0,24.0,0.0,0.0,0.0,1.0
