date,next_prevalence,district,GAM Prevalence,actor2_Police Forces of Somaliland (2010-),interaction_12,fatalities,interaction_27,actor2_Al Shabaab,district_encoded,actor1_Police Forces of Somalia (2017-2022),actor1_Military Forces of Somalia (2017-2022),actor2_Military Forces of Somalia (2017-2022)
2018-07-01,0.195572345649635,Gebiley,0.2443191130723181,0.0,0.0,1.0,0.0,0.0,41,0.0,0.0,0.0
2018-07-01,0.1951645146346709,Hargeysa,0.2386485041615721,16.0,2.0,8.0,0.0,1.0,42,0.0,0.0,0.0
2018-07-01,0.4239158201206688,Iskushuban,0.4846457772814762,0.0,19.0,97.0,1.0,15.0,44,0.0,0.0,0.0
2018-07-01,0.4698845151234747,Jalalaqsi,0.3858321287337016,0.0,10.0,70.0,1.0,30.0,45,1.0,13.0,2.0
2018-07-01,0.3149404261361454,Jamaame,0.4077438698894172,0.0,13.0,121.0,2.0,25.0,46,0.0,2.0,1.0
2018-07-01,0.3520726565695597,Hobyo,0.3354148794445133,0.0,2.0,22.0,1.0,4.0,43,0.0,0.0,0.0
2018-07-01,0.3157056116630282,Jilib,0.4060356888423295,0.0,2.0,170.0,5.0,24.0,48,0.0,2.0,0.0
2018-07-01,0.4361091139158288,Jowhar,0.3830459721840857,0.0,45.0,233.0,16.0,98.0,49,2.0,60.0,10.0
2018-07-01,0.3096236699207461,Kismaayo,0.4685498464822668,0.0,84.0,395.0,14.0,131.0,50,1.0,11.0,0.0
2018-07-01,0.4391758387432182,Kurtunwaarey,0.4461179568825337,0.0,9.0,23.0,2.0,11.0,51,0.0,7.0,0.0
2018-07-01,0.3237610476395274,Laas Caanood,0.2293654902134254,6.0,1.0,126.0,1.0,1.0,52,0.0,1.0,1.0
2018-07-01,0.4097136186539254,Luuq,0.4123022966960434,0.0,6.0,26.0,7.0,9.0,55,1.0,3.0,0.0
2019-01-01,0.3121385033565494,Buuhoodle,0.188847667729668,1.0,0.0,63.0,1.0,0.0,20,0.0,0.0,1.0
2019-01-01,0.5490683229813665,Buur Hakaba,0.47037719442215,0.0,21.0,263.0,4.0,37.0,21,2.0,16.0,4.0
2019-01-01,0.3728535271691253,Cabudwaaq,0.3232371835699271,0.0,1.0,78.0,0.0,0.0,22,1.0,2.0,0.0
2019-01-01,0.3520109308137275,Cadaado,0.3305779447408884,0.0,1.0,56.0,0.0,1.0,23,1.0,3.0,0.0
2019-01-01,0.3368835013608263,Cadale,0.397642761583422,0.0,2.0,63.0,4.0,4.0,24,0.0,2.0,2.0
2019-01-01,0.350049306671516,Dhuusamarreeb,0.3069711905400723,0.0,2.0,102.0,3.0,3.0,33,0.0,3.0,0.0
2019-01-01,0.5293849399339471,Ceel Barde,0.523846379837409,0.0,1.0,24.0,4.0,3.0,28,1.0,0.0,1.0
2019-01-01,0.3777466079633201,Ceel Buur,0.3168079047398306,0.0,1.0,28.0,3.0,5.0,29,0.0,1.0,0.0
2019-01-01,0.302048788800896,Ceel Dheer,0.3237222467082124,0.0,0.0,62.0,0.0,2.0,30,0.0,0.0,0.0
2019-01-01,0.4894280635303719,Ceel Waaq,0.3215618498962238,0.0,11.0,96.0,5.0,42.0,31,0.0,10.0,0.0
2019-01-01,0.3969125115565767,Ceerigaabo,0.4231594017049179,5.0,1.0,83.0,0.0,1.0,32,0.0,0.0,0.0
2019-01-01,0.2998339565222233,Burco,0.1770356571398554,9.0,0.0,7.0,0.0,0.0,18,0.0,0.0,0.0
2019-01-01,0.5512844916157692,Diinsoor,0.4709407002848428,0.0,16.0,60.0,7.0,22.0,34,6.0,9.0,3.0
2019-01-01,0.4022499807716035,Ceel Afweyn,0.4201611561308622,2.0,0.0,48.0,0.0,0.0,27,0.0,0.0,2.0
2019-01-01,0.5898451672177014,Bulo Burto,0.470453127878576,0.0,25.0,337.0,12.0,59.0,17,1.0,24.0,5.0
2019-01-01,0.5737354286751378,Baydhaba,0.4723126687951987,0.0,108.0,659.0,40.0,123.0,10,23.0,81.0,24.0
2019-01-01,0.3081383281834315,Bossaso,0.3942170096006928,0.0,99.0,466.0,18.0,90.0,15,5.0,0.0,2.0
2019-01-01,0.462159131461528,Afgooye,0.4383403468241347,0.0,229.0,1021.0,40.0,299.0,1,8.0,196.0,41.0
2019-01-01,0.5213965829380455,Baardheere,0.2870882907046133,0.0,23.0,248.0,8.0,66.0,3,1.0,17.0,1.0
2019-01-01,0.4823586641167936,Badhaadhe,0.2330307158506623,0.0,12.0,281.0,4.0,44.0,4,0.0,3.0,1.0
2019-01-01,0.4207892941616012,Balcad,0.4256324032458843,0.0,52.0,193.0,9.0,57.0,6,0.0,47.0,18.0
2019-01-01,0.4536122788198948,Banadir,0.4292576344574564,0.0,459.0,2421.0,227.0,375.0,7,101.0,482.0,170.0
2019-01-01,0.4680395945111392,Baraawe,0.439931798183591,0.0,23.0,99.0,11.0,51.0,9,0.0,18.0,6.0
2019-01-01,0.5868054618205713,Belet Weyne,0.4709482336256127,0.0,44.0,411.0,27.0,73.0,11,5.0,53.0,10.0
2019-01-01,0.5172155129757019,Belet Xaawo,0.4070600258586147,0.0,12.0,109.0,7.0,19.0,12,0.0,2.0,0.0
2019-01-01,0.2430326560610348,Berbera,0.2657364311048932,3.0,0.0,2.0,0.0,0.0,13,1.0,0.0,0.0
2019-01-01,0.5163749201445982,Bu'aale,0.31831560695452,0.0,1.0,37.0,4.0,5.0,16,0.0,2.0,0.0
2019-01-01,0.5545845681860391,Doolow,0.3983778863086515,0.0,5.0,39.0,3.0,4.0,35,1.0,3.0,0.0
2019-01-01,0.3738642018133994,Caynabo,0.3464523514753054,0.0,0.0,4.0,0.0,0.0,26,0.0,0.0,0.0
2019-01-01,0.3845598383707495,Galdogob,0.4017369795363936,0.0,0.0,3.0,0.0,0.0,38,0.0,0.0,0.0
2019-01-01,0.4662120199606611,Qandala,0.4847031486728068,0.0,11.0,78.0,6.0,1.0,58,0.0,0.0,0.0
2019-01-01,0.5490683229813664,Qansax Dheere,0.4706401766004414,0.0,10.0,38.0,7.0,15.0,59,4.0,8.0,1.0
2019-01-01,0.3450721294564353,Qardho,0.4087521426316601,0.0,0.0,11.0,0.0,0.0,60,0.0,0.0,0.0
2019-01-01,0.4647070601850455,Qoryooley,0.4388574958395,0.0,50.0,274.0,11.0,105.0,61,3.0,45.0,2.0
2019-01-01,0.4181286549707602,Saakow,0.3836149906890133,0.0,1.0,56.0,2.0,8.0,63,0.0,0.0,0.0
2019-01-01,0.3310823852137992,Owdweyne,0.2072939133886237,0.0,0.0,23.0,0.0,1.0,57,0.0,0.0,1.0
2019-01-01,0.311807882954238,Sheikh,0.2526659184696406,1.0,0.0,1.0,0.0,0.0,65,0.0,0.0,0.0
2019-01-01,0.5481180166869125,Tayeeglow,0.4731941786256158,0.0,4.0,6.0,3.0,3.0,67,0.0,2.0,1.0
2019-01-01,0.5458546307673043,Waajid,0.4792888339084379,0.0,12.0,52.0,8.0,21.0,68,2.0,10.0,1.0
2019-01-01,0.4732566779470763,Wanla Weyn,0.4417324945420314,0.0,19.0,226.0,6.0,32.0,69,0.0,18.0,9.0
2019-01-01,0.2395519799571875,Xarardheere,0.3440937497588239,0.0,4.0,75.0,6.0,5.0,70,0.0,1.0,1.0
2019-01-01,0.5457788588250408,Xudur,0.48161201917032,0.0,38.0,151.0,6.0,46.0,72,1.0,29.0,3.0
2019-01-01,0.389948051145162,Eyl,0.3843661195946408,0.0,1.0,0.0,0.0,1.0,36,0.0,0.0,0.0
2019-01-01,0.3972102948995347,Taleex,0.3787844823934796,0.0,0.0,13.0,0.0,0.0,66,0.0,0.0,0.0
2019-01-01,0.4539589601919299,Marka,0.4356751207813825,0.0,93.0,536.0,21.0,179.0,56,0.0,72.0,31.0
2019-01-01,0.2649276406311697,Zeylac,0.2939877424871059,0.0,0.0,0.0,0.0,0.0,73,0.0,0.0,0.0
2019-01-01,0.500413842160481,Luuq,0.4097136186539254,0.0,11.0,38.0,10.0,10.0,55,1.0,4.0,2.0
2019-01-01,0.5554649634831142,Garbahaarey,0.3582420806274685,0.0,16.0,268.0,5.0,38.0,39,0.0,13.0,0.0
2019-01-01,0.3712592237262992,Garoowe,0.3790731071095702,0.0,3.0,33.0,0.0,3.0,40,1.0,1.0,0.0
2019-01-01,0.2418992297764819,Gebiley,0.195572345649635,0.0,0.0,1.0,0.0,0.0,41,0.0,0.0,0.0
2019-01-01,0.2213906679944643,Hargeysa,0.1951645146346709,16.0,2.0,8.0,0.0,1.0,42,0.0,0.0,0.0
2019-01-01,0.3487584354785739,Hobyo,0.3520726565695597,0.0,7.0,121.0,2.0,15.0,43,0.0,0.0,0.0
2019-01-01,0.4394605539382136,Iskushuban,0.4239158201206688,0.0,23.0,97.0,1.0,18.0,44,0.0,0.0,0.0
2019-01-01,0.5921047430628529,Jalalaqsi,0.4698845151234747,0.0,16.0,78.0,3.0,35.0,45,2.0,17.0,4.0
2019-01-01,0.3602422105460542,Gaalkacyo,0.3939217335250711,0.0,12.0,209.0,8.0,10.0,37,4.0,1.0,2.0
2019-01-01,0.3501107168133883,Jariiban,0.3547174345570384,0.0,0.0,2.0,0.0,0.0,47,0.0,0.0,0.0
2019-01-01,0.5113327705575001,Jilib,0.3157056116630282,0.0,4.0,292.0,7.0,33.0,48,0.0,2.0,1.0
2019-01-01,0.4607258650079849,Jowhar,0.4361091139158288,0.0,52.0,289.0,24.0,103.0,49,2.0,67.0,17.0
2019-01-01,0.412029161025459,Kismaayo,0.3096236699207461,0.0,97.0,599.0,18.0,139.0,50,1.0,18.0,7.0
2019-01-01,0.3366077651757097,Laas Caanood,0.3237610476395274,8.0,1.0,131.0,1.0,1.0,52,0.0,3.0,1.0
2019-01-01,0.3657972542777379,Laasqoray,0.3817815509494871,0.0,2.0,16.0,0.0,2.0,53,0.0,0.0,0.0
2019-01-01,0.532680040708361,Jamaame,0.3149404261361454,0.0,24.0,198.0,2.0,40.0,46,0.0,10.0,1.0
2019-07-01,0.3761680108430838,Laas Caanood,0.3366077651757097,6.0,0.0,87.0,0.0,0.0,52,0.0,2.0,1.0
2019-07-01,0.4452618351340643,Kurtunwaarey,0.4656396293608185,0.0,4.0,15.0,1.0,6.0,51,0.0,4.0,0.0
2019-07-01,0.3769676308818636,Kismaayo,0.412029161025459,0.0,57.0,419.0,11.0,63.0,50,3.0,13.0,15.0
2019-07-01,0.4462076309782391,Jowhar,0.4607258650079849,0.0,32.0,166.0,23.0,29.0,49,2.0,29.0,29.0
2019-07-01,0.4403832811966767,Jamaame,0.532680040708361,0.0,26.0,206.0,0.0,46.0,46,0.0,12.0,1.0
2019-07-01,0.4090915108402051,Jariiban,0.3501107168133883,0.0,0.0,3.0,0.0,0.0,47,0.0,0.0,0.0
2019-07-01,0.4735042553650304,Jalalaqsi,0.5921047430628529,0.0,14.0,60.0,4.0,18.0,45,2.0,12.0,3.0
2019-07-01,0.3383899894950222,Iskushuban,0.4394605539382136,0.0,10.0,12.0,2.0,8.0,44,0.0,0.0,1.0
2019-07-01,0.3706782212839118,Hobyo,0.3487584354785739,0.0,5.0,100.0,1.0,11.0,43,0.0,0.0,0.0
2019-07-01,0.2029943156263941,Hargeysa,0.2213906679944643,3.0,0.0,4.0,0.0,0.0,42,4.0,0.0,0.0
2019-07-01,0.2667717736348647,Gebiley,0.2418992297764819,0.0,0.0,1.0,0.0,0.0,41,0.0,0.0,0.0
2019-07-01,0.3909294797509632,Jilib,0.5113327705575001,0.0,5.0,289.0,6.0,33.0,48,0.0,2.0,2.0
2019-07-01,0.3829595838278671,Luuq,0.500413842160481,0.0,7.0,32.0,6.0,5.0,55,0.0,3.0,2.0
2019-07-01,0.3964549089065016,Qardho,0.3450721294564353,0.0,0.0,7.0,0.0,0.0,60,0.0,0.0,0.0
2019-07-01,0.2163547982087805,Owdweyne,0.3310823852137992,0.0,0.0,18.0,0.0,3.0,57,0.0,0.0,1.0
2019-07-01,0.2932033874905685,Garoowe,0.3712592237262992,0.0,1.0,24.0,0.0,1.0,40,1.0,3.0,0.0
2019-07-01,0.3136157179811676,Zeylac,0.2649276406311697,0.0,0.0,0.0,0.0,0.0,73,0.0,0.0,0.0
2019-07-01,0.549549493748511,Xudur,0.5457788588250408,0.0,20.0,62.0,6.0,21.0,72,1.0,15.0,6.0
2019-07-01,0.3962781291497199,Xarardheere,0.2395519799571875,0.0,1.0,69.0,5.0,2.0,70,0.0,0.0,1.0
2019-07-01,0.4147038987749591,Wanla Weyn,0.4732566779470763,0.0,15.0,166.0,5.0,16.0,69,1.0,7.0,13.0
2019-07-01,0.5312342103332384,Waajid,0.5458546307673043,0.0,6.0,25.0,4.0,7.0,68,1.0,3.0,2.0
2019-07-01,0.5185117637649114,Tayeeglow,0.5481180166869125,0.0,4.0,2.0,3.0,4.0,67,0.0,3.0,1.0
2019-07-01,0.4587764880148566,Sablaale,0.4578215216645919,0.0,0.0,16.0,0.0,3.0,64,0.0,0.0,0.0
2019-07-01,0.4443390921876267,Qoryooley,0.4647070601850455,0.0,49.0,302.0,6.0,52.0,61,1.0,31.0,16.0
2019-07-01,0.6480009367515506,Qansax Dheere,0.5490683229813664,0.0,9.0,32.0,4.0,6.0,59,3.0,4.0,4.0
2019-07-01,0.4205569846330418,Qandala,0.4662120199606611,0.0,2.0,20.0,0.0,0.0,58,0.0,0.0,1.0
2019-07-01,0.4637137550163429,Marka,0.4539589601919299,0.0,99.0,538.0,10.0,101.0,56,1.0,53.0,58.0
2019-07-01,0.2081401693223537,Sheikh,0.311807882954238,1.0,0.0,2.0,0.0,0.0,65,0.0,0.0,0.0
2019-07-01,0.4048338368195087,Garbahaarey,0.5554649634831142,0.0,8.0,111.0,5.0,16.0,39,0.0,5.0,1.0
2019-07-01,0.4778162642037701,Gaalkacyo,0.3602422105460542,0.0,5.0,109.0,3.0,3.0,37,4.0,2.0,4.0
2019-07-01,0.2138712946350238,Borama,0.2736328112610178,4.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0
2019-07-01,0.2324431385911439,Berbera,0.2430326560610348,1.0,0.0,0.0,0.0,0.0,13,1.0,0.0,0.0
2019-07-01,0.4081442057063084,Belet Xaawo,0.5172155129757019,0.0,4.0,36.0,8.0,4.0,12,0.0,0.0,1.0
2019-07-01,0.4954915340016362,Belet Weyne,0.5868054618205713,0.0,28.0,365.0,13.0,40.0,11,3.0,27.0,13.0
2019-07-01,0.4454830625784129,Baraawe,0.4680395945111392,0.0,21.0,26.0,7.0,27.0,9,0.0,14.0,10.0
2019-07-01,0.4283242181220916,Bossaso,0.3081383281834315,0.0,62.0,301.0,11.0,53.0,15,7.0,0.0,2.0
2019-07-01,0.3899254108022901,Balcad,0.4207892941616012,0.0,48.0,153.0,8.0,38.0,6,0.0,33.0,35.0
2019-07-01,0.3489569935965541,Badhaadhe,0.4823586641167936,0.0,9.0,67.0,2.0,13.0,4,0.0,1.0,2.0
2019-07-01,0.2484368223141074,Baardheere,0.5213965829380455,0.0,15.0,114.0,1.0,21.0,3,0.0,11.0,3.0
2019-07-01,0.4492225378213771,Afgooye,0.462159131461528,0.0,146.0,570.0,28.0,127.0,1,4.0,83.0,72.0
2019-07-01,0.3126112111904077,Adan Yabaal,0.3406226826633605,0.0,0.0,15.0,3.0,1.0,0,0.0,1.0,1.0
2019-07-01,0.4646904136201208,Galdogob,0.3845598383707495,0.0,0.0,3.0,0.0,0.0,38,0.0,0.0,0.0
2019-07-01,0.4512394733904072,Banadir,0.4536122788198948,0.0,336.0,1376.0,175.0,178.0,7,82.0,274.0,234.0
2019-07-01,0.3994682200116711,Bu'aale,0.5163749201445982,0.0,2.0,119.0,1.0,11.0,16,0.0,3.0,0.0
2019-07-01,0.1798890136234226,Burco,0.2998339565222233,6.0,0.0,18.0,0.0,0.0,18,0.0,0.0,0.0
2019-07-01,0.4798138405125635,Bulo Burto,0.5898451672177014,0.0,19.0,285.0,5.0,24.0,17,0.0,17.0,7.0
2019-07-01,0.631234351243638,Diinsoor,0.5512844916157692,0.0,10.0,40.0,7.0,8.0,34,4.0,5.0,4.0
2019-07-01,0.4195523751616953,Dhuusamarreeb,0.350049306671516,0.0,2.0,37.0,4.0,2.0,33,0.0,3.0,0.0
2019-07-01,0.3959349225046938,Ceerigaabo,0.3969125115565767,3.0,1.0,81.0,1.0,1.0,32,0.0,0.0,1.0
2019-07-01,0.2898932988948713,Ceel Waaq,0.4894280635303719,0.0,5.0,42.0,2.0,23.0,31,0.0,6.0,2.0
2019-07-01,0.3728953651323323,Ceel Dheer,0.302048788800896,0.0,1.0,72.0,0.0,1.0,30,0.0,0.0,1.0
2019-07-01,0.4128893068350834,Ceel Buur,0.3777466079633201,0.0,0.0,21.0,2.0,1.0,29,0.0,0.0,0.0
2019-07-01,0.6338574120659726,Ceel Barde,0.5293849399339471,0.0,0.0,2.0,0.0,1.0,28,1.0,0.0,1.0
2019-07-01,0.4261285631981143,Doolow,0.5545845681860391,0.0,4.0,32.0,2.0,2.0,35,1.0,2.0,0.0
2019-07-01,0.4918983277534718,Caluula,0.4710581502935269,0.0,1.0,13.0,0.0,1.0,25,0.0,0.0,0.0
2019-07-01,0.3083621800244197,Cadale,0.3368835013608263,0.0,8.0,112.0,7.0,6.0,24,0.0,1.0,6.0
2019-07-01,0.4486568197838627,Cadaado,0.3520109308137275,0.0,1.0,38.0,0.0,2.0,23,0.0,2.0,0.0
2019-07-01,0.4257411293474653,Cabudwaaq,0.3728535271691253,0.0,1.0,19.0,0.0,0.0,22,1.0,1.0,0.0
2019-07-01,0.6211723936273237,Buur Hakaba,0.5490683229813665,0.0,19.0,244.0,5.0,19.0,21,4.0,10.0,7.0
2019-07-01,0.2280735519390103,Buuhoodle,0.3121385033565494,0.0,0.0,46.0,1.0,0.0,20,0.0,0.0,1.0
2019-07-01,0.4017099370835031,Ceel Afweyn,0.4022499807716035,1.0,0.0,50.0,0.0,0.0,27,0.0,0.0,3.0
2020-01-01,0.4244430093639005,Qansax Dheere,0.6480009367515506,0.0,9.0,48.0,5.0,6.0,59,3.0,4.0,4.0
2020-01-01,0.3608793180798564,Cabudwaaq,0.4257411293474653,0.0,1.0,21.0,1.0,0.0,22,1.0,1.0,0.0
2020-01-01,0.3380690991281885,Cadaado,0.4486568197838627,0.0,1.0,39.0,0.0,2.0,23,0.0,2.0,0.0
2020-01-01,0.3266989556530952,Ceel Buur,0.4128893068350834,0.0,1.0,23.0,2.0,1.0,29,0.0,0.0,1.0
2020-01-01,0.2858416181007885,Ceel Dheer,0.3728953651323323,0.0,1.0,72.0,1.0,1.0,30,0.0,0.0,1.0
2020-01-01,0.3225435261156694,Dhuusamarreeb,0.4195523751616953,0.0,2.0,48.0,4.0,3.0,33,0.0,8.0,4.0
2020-01-01,0.2304840065259306,Baardheere,0.2484368223141074,0.0,20.0,150.0,1.0,25.0,3,1.0,14.0,6.0
2020-01-01,0.3596606279203213,Garbahaarey,0.4048338368195087,0.0,11.0,120.0,6.0,18.0,39,0.0,7.0,2.0
2020-01-01,0.2331280633404549,Ceel Waaq,0.2898932988948713,0.0,6.0,44.0,2.0,23.0,31,0.0,6.0,3.0
2020-01-01,0.3757435851904466,Doolow,0.4261285631981143,0.0,5.0,32.0,2.0,3.0,35,1.0,2.0,0.0
2020-01-01,0.3060848186846958,Luuq,0.3829595838278671,0.0,7.0,32.0,6.0,5.0,55,0.0,3.0,3.0
2020-01-01,0.4625835669613974,Belet Weyne,0.4954915340016362,0.0,32.0,411.0,17.0,44.0,11,4.0,33.0,17.0
2020-01-01,0.4556007922535211,Bulo Burto,0.4798138405125635,0.0,28.0,336.0,5.0,26.0,17,0.0,19.0,13.0
2020-01-01,0.4420162648228424,Diinsoor,0.631234351243638,0.0,14.0,61.0,9.0,9.0,34,4.0,7.0,8.0
2020-01-01,0.4544457188450606,Jalalaqsi,0.4735042553650304,0.0,15.0,107.0,7.0,21.0,45,2.0,13.0,4.0
2020-01-01,0.3524982406755805,Belet Xaawo,0.4081442057063084,0.0,5.0,39.0,9.0,4.0,12,0.0,0.0,1.0
2020-01-01,0.4157290382244143,Buur Hakaba,0.6211723936273237,0.0,21.0,254.0,8.0,20.0,21,4.0,11.0,9.0
2020-01-01,0.4367229608336327,Waajid,0.5312342103332384,0.0,7.0,26.0,5.0,8.0,68,1.0,4.0,2.0
2020-01-01,0.3997979640997746,Qardho,0.3964549089065016,0.0,0.0,8.0,0.0,0.0,60,0.0,0.0,0.0
2020-01-01,0.2082093691694821,Baki,0.2441924314943121,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,1.0
2020-01-01,0.1412881669919613,Borama,0.2138712946350238,4.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0
2020-01-01,0.2421965609399425,Lughaye,0.3084001655970627,0.0,0.0,10.0,0.0,0.0,54,0.0,1.0,0.0
2020-01-01,0.4899163797343827,Ceel Barde,0.6338574120659726,0.0,0.0,14.0,1.0,1.0,28,1.0,0.0,1.0
